HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.image_url,Answer.annotatedResult.boundingBoxes,Answer.annotatedResult.inputImageProperties.height,Answer.annotatedResult.inputImageProperties.width,Approve,Reject
38G0E1M85MKJ4EX5CCCL3ZLJ767VUW,3EI427GH2WWMEJU88Y4HY8Q4S6S0V9,Draw bounding boxes around faces,Draw bounding boxes around all visible faces,"bounding box, face",$0.01,Sat Apr 24 17:34:04 PDT 2021,1,BatchId:4420058;OriginalHitTemplateId:928390838;,3600,259200,Sat May 01 17:34:04 PDT 2021,,,35GCEFQ6I64I1ONQORAOQG42SKI3Z7,A2MZTACGUOOMDO,Approved,Sat Apr 24 17:52:11 PDT 2021,Sat Apr 24 17:53:20 PDT 2021,Tue Apr 27 17:53:20 PDT 2021,Sat Apr 24 19:48:47 PDT 2021,,,69,100% (4/4),100% (4/4),100% (4/4),https://wym-mask-images.s3.amazonaws.com/maksssksksss463.png,"[{""height"":125,""label"":""Face"",""left"":136,""top"":101,""width"":122}]",400,365,,
38LRF35D5LBZS5VMS26FK4T0GMEU3Y,3EI427GH2WWMEJU88Y4HY8Q4S6S0V9,Draw bounding boxes around faces,Draw bounding boxes around all visible faces,"bounding box, face",$0.01,Sat Apr 24 17:34:16 PDT 2021,1,BatchId:4420058;OriginalHitTemplateId:928390838;,3600,259200,Sat May 01 17:34:16 PDT 2021,,,3TVRFO09GLVACXD0TFQ3PHI8K6DXLK,A32BUVD6WINH9U,Approved,Sat Apr 24 18:16:45 PDT 2021,Sat Apr 24 18:17:00 PDT 2021,Tue Apr 27 18:17:00 PDT 2021,Sat Apr 24 19:48:27 PDT 2021,,,15,100% (80/80),100% (80/80),100% (80/80),https://wym-mask-images.s3.amazonaws.com/maksssksksss358.png,"[{""height"":42,""label"":""Face"",""left"":91,""top"":64,""width"":35},{""height"":44,""label"":""Face"",""left"":179,""top"":65,""width"":42},{""height"":33,""label"":""Face"",""left"":268,""top"":82,""width"":32},{""height"":39,""label"":""Face"",""left"":300,""top"":86,""width"":41}]",300,400,,
38LRF35D5LBZS5VMS26FK4T0GMF3U8,3EI427GH2WWMEJU88Y4HY8Q4S6S0V9,Draw bounding boxes around faces,Draw bounding boxes around all visible faces,"bounding box, face",$0.01,Sat Apr 24 17:34:15 PDT 2021,1,BatchId:4420058;OriginalHitTemplateId:928390838;,3600,259200,Sat May 01 17:34:15 PDT 2021,,,3OF2M9AATH4OXMVX9X2N72L4365ZKF,A2FWRZLIE1I60V,Approved,Sat Apr 24 18:03:57 PDT 2021,Sat Apr 24 18:04:26 PDT 2021,Tue Apr 27 18:04:26 PDT 2021,Sat Apr 24 19:48:22 PDT 2021,,,29,100% (38/38),100% (38/38),100% (38/38),https://wym-mask-images.s3.amazonaws.com/maksssksksss333.png,"[{""height"":127,""label"":""Face"",""left"":76,""top"":203,""width"":105}]",400,301,,
38O9DZ0A622P5C92SKU7LOAS7MX62Y,3EI427GH2WWMEJU88Y4HY8Q4S6S0V9,Draw bounding boxes around faces,Draw bounding boxes around all visible faces,"bounding box, face",$0.01,Sat Apr 24 17:34:16 PDT 2021,1,BatchId:4420058;OriginalHitTemplateId:928390838;,3600,259200,Sat May 01 17:34:16 PDT 2021,,,37W3JXSD67OFNWF92PJ7H66XKJ8WYF,A2NSRHX8GMEMV0,Approved,Sat Apr 24 17:49:39 PDT 2021,Sat Apr 24 17:49:47 PDT 2021,Tue Apr 27 17:49:47 PDT 2021,Sat Apr 24 19:48:30 PDT 2021,,,8,100% (145/145),100% (145/145),100% (145/145),https://wym-mask-images.s3.amazonaws.com/maksssksksss195.png,"[{""height"":211,""label"":""Face"",""left"":121,""top"":145,""width"":184}]",400,400,,
38RHULDV9YURAC2A85S36YGMKKMWIZ,3EI427GH2WWMEJU88Y4HY8Q4S6S0V9,Draw bounding boxes around faces,Draw bounding boxes around all visible faces,"bounding box, face",$0.01,Sat Apr 24 17:34:11 PDT 2021,1,BatchId:4420058;OriginalHitTemplateId:928390838;,3600,259200,Sat May 01 17:34:11 PDT 2021,,,3GM6G9ZBKODN1YM1OHQL0RCR7FBMTO,A16TO0535NAM2,Approved,Sat Apr 24 17:41:26 PDT 2021,Sat Apr 24 17:42:10 PDT 2021,Tue Apr 27 17:42:10 PDT 2021,Sat Apr 24 19:48:14 PDT 2021,,,44,100% (1/1),100% (1/1),100% (1/1),https://wym-mask-images.s3.amazonaws.com/maksssksksss29.png,"[{""height"":75,""label"":""Face"",""left"":50,""top"":96,""width"":70},{""height"":78,""label"":""Face"",""left"":223,""top"":81,""width"":62},{""height"":70,""label"":""Face"",""left"":279,""top"":44,""width"":61}]",295,400,,
38VTL6WC4ASJNT2VGMRX2MXXQ6GY5Q,3EI427GH2WWMEJU88Y4HY8Q4S6S0V9,Draw bounding boxes around faces,Draw bounding boxes around all visible faces,"bounding box, face",$0.01,Sat Apr 24 17:34:11 PDT 2021,1,BatchId:4420058;OriginalHitTemplateId:928390838;,3600,259200,Sat May 01 17:34:11 PDT 2021,,,3VFJCI1K40FAT9DN9PNVN7RCN87GR2,A2NSRHX8GMEMV0,Approved,Sat Apr 24 18:20:03 PDT 2021,Sat Apr 24 18:20:07 PDT 2021,Tue Apr 27 18:20:07 PDT 2021,Sat Apr 24 19:48:20 PDT 2021,,,4,100% (145/145),100% (145/145),100% (145/145),https://wym-mask-images.s3.amazonaws.com/maksssksksss142.png,"[{""height"":125,""label"":""Face"",""left"":144,""top"":110,""width"":100}]",359,479,,
38VTL6WC4ASJNT2VGMRX2MXXQ6H5YY,3EI427GH2WWMEJU88Y4HY8Q4S6S0V9,Draw bounding boxes around faces,Draw bounding boxes around all visible faces,"bounding box, face",$0.01,Sat Apr 24 17:34:15 PDT 2021,1,BatchId:4420058;OriginalHitTemplateId:928390838;,3600,259200,Sat May 01 17:34:15 PDT 2021,,,3F0BG9B9MQ30XHE8UHBVPQ7GRS4Y7K,A2CDIBAGDUJQZJ,Approved,Sat Apr 24 18:51:49 PDT 2021,Sat Apr 24 18:58:55 PDT 2021,Tue Apr 27 18:58:55 PDT 2021,Sat Apr 24 19:48:23 PDT 2021,,,426,100% (5/5),100% (5/5),100% (5/5),https://wym-mask-images.s3.amazonaws.com/maksssksksss337.png,"[{""height"":38,""label"":""Face"",""left"":115,""top"":32,""width"":30}]",400,246,,
39HYCOOPKO0EXPSACPL563YIUD1DMO,3EI427GH2WWMEJU88Y4HY8Q4S6S0V9,Draw bounding boxes around faces,Draw bounding boxes around all visible faces,"bounding box, face",$0.01,Sat Apr 24 17:34:15 PDT 2021,1,BatchId:4420058;OriginalHitTemplateId:928390838;,3600,259200,Sat May 01 17:34:15 PDT 2021,,,3570Y55XZQZJQAP9NKFPV3K9QVIGY0,A3E3R2Y577HGEN,Approved,Sat Apr 24 17:48:07 PDT 2021,Sat Apr 24 17:53:38 PDT 2021,Tue Apr 27 17:53:38 PDT 2021,Sat Apr 24 19:48:26 PDT 2021,,,331,100% (80/80),100% (80/80),100% (80/80),https://wym-mask-images.s3.amazonaws.com/maksssksksss175.png,"[{""height"":61,""label"":""Face"",""left"":113,""top"":61,""width"":61},{""height"":62,""label"":""Face"",""left"":195,""top"":50,""width"":33}]",226,400,,
39I4RL8QGJWF5F86SH4ZBUWG0E94HT,3EI427GH2WWMEJU88Y4HY8Q4S6S0V9,Draw bounding boxes around faces,Draw bounding boxes around all visible faces,"bounding box, face",$0.01,Sat Apr 24 17:34:22 PDT 2021,1,BatchId:4420058;OriginalHitTemplateId:928390838;,3600,259200,Sat May 01 17:34:22 PDT 2021,,,3TAYZSBPLMOWFU5TPZ2BBD27ZRJ2SR,AQQLPMNOK4BU8,Approved,Sat Apr 24 17:59:01 PDT 2021,Sat Apr 24 17:59:31 PDT 2021,Tue Apr 27 17:59:31 PDT 2021,Sat Apr 24 19:48:39 PDT 2021,,,30,100% (48/48),100% (48/48),100% (48/48),https://wym-mask-images.s3.amazonaws.com/maksssksksss422.png,"[{""height"":83,""label"":""Face"",""left"":45,""top"":47,""width"":69},{""height"":125,""label"":""Face"",""left"":224,""top"":247,""width"":126}]",400,400,,
39I4RL8QGJWF5F86SH4ZBUWG0E9H46,3EI427GH2WWMEJU88Y4HY8Q4S6S0V9,Draw bounding boxes around faces,Draw bounding boxes around all visible faces,"bounding box, face",$0.01,Sat Apr 24 17:34:25 PDT 2021,1,BatchId:4420058;OriginalHitTemplateId:928390838;,3600,259200,Sat May 01 17:34:25 PDT 2021,,,3I2PTA7R3UAFJUU6M1JAG990Y3KKQ6,A10QRO2MWG7AZ7,Approved,Sat Apr 24 18:04:10 PDT 2021,Sat Apr 24 18:04:27 PDT 2021,Tue Apr 27 18:04:27 PDT 2021,Sat Apr 24 19:48:45 PDT 2021,,,17,100% (51/51),100% (51/51),100% (51/51),https://wym-mask-images.s3.amazonaws.com/maksssksksss454.png,"[{""height"":114,""label"":""Face"",""left"":143,""top"":97,""width"":112}]",278,400,,
39N6W9XWRD2H3QRFXIAO6JOMGFUYG8,3EI427GH2WWMEJU88Y4HY8Q4S6S0V9,Draw bounding boxes around faces,Draw bounding boxes around all visible faces,"bounding box, face",$0.01,Sat Apr 24 17:34:15 PDT 2021,1,BatchId:4420058;OriginalHitTemplateId:928390838;,3600,259200,Sat May 01 17:34:15 PDT 2021,,,3JWH6J9I9TTTNUDK0WE0DCV56YSBNU,A1LDS7OIWQ150C,Approved,Sat Apr 24 18:56:44 PDT 2021,Sat Apr 24 18:59:36 PDT 2021,Tue Apr 27 18:59:36 PDT 2021,Sat Apr 24 19:48:23 PDT 2021,,,172,100% (6/6),100% (6/6),100% (6/6),https://wym-mask-images.s3.amazonaws.com/maksssksksss34.png,"[{""height"":14,""label"":""Face"",""left"":63,""top"":99,""width"":12},{""height"":16,""label"":""Face"",""left"":102,""top"":79,""width"":15},{""height"":15,""label"":""Face"",""left"":142,""top"":84,""width"":13},{""height"":10,""label"":""Face"",""left"":129,""top"":92,""width"":13},{""height"":16,""label"":""Face"",""left"":195,""top"":79,""width"":14},{""height"":17,""label"":""Face"",""left"":213,""top"":86,""width"":15},{""height"":15,""label"":""Face"",""left"":245,""top"":71,""width"":15},{""height"":13,""label"":""Face"",""left"":299,""top"":91,""width"":13}]",267,400,,
39N6W9XWRD2H3QRFXIAO6JOMGFVGYR,3EI427GH2WWMEJU88Y4HY8Q4S6S0V9,Draw bounding boxes around faces,Draw bounding boxes around all visible faces,"bounding box, face",$0.01,Sat Apr 24 17:34:22 PDT 2021,1,BatchId:4420058;OriginalHitTemplateId:928390838;,3600,259200,Sat May 01 17:34:22 PDT 2021,,,3EG49X351VSSTCAT6BK10Y0BUBL6XI,A8WLUSYBOT7MS,Approved,Sat Apr 24 17:47:33 PDT 2021,Sat Apr 24 17:47:58 PDT 2021,Tue Apr 27 17:47:58 PDT 2021,Sat Apr 24 19:48:42 PDT 2021,,,25,100% (15/15),100% (15/15),100% (15/15),https://wym-mask-images.s3.amazonaws.com/maksssksksss26.png,"[{""height"":119,""label"":""Face"",""left"":73,""top"":87,""width"":101},{""height"":87,""label"":""Face"",""left"":245,""top"":152,""width"":82}]",400,400,,
39O0SQZVJNMPDW4SQKE0SAIWEPWR7W,3EI427GH2WWMEJU88Y4HY8Q4S6S0V9,Draw bounding boxes around faces,Draw bounding boxes around all visible faces,"bounding box, face",$0.01,Sat Apr 24 17:34:11 PDT 2021,1,BatchId:4420058;OriginalHitTemplateId:928390838;,3600,259200,Sat May 01 17:34:11 PDT 2021,,,30LB5CDZNDQMKWOT54S5OI6VP8XZ07,A971OT068WA90,Approved,Sat Apr 24 17:53:12 PDT 2021,Sat Apr 24 17:53:19 PDT 2021,Tue Apr 27 17:53:19 PDT 2021,Sat Apr 24 19:48:16 PDT 2021,,,7,100% (20/20),100% (20/20),100% (20/20),https://wym-mask-images.s3.amazonaws.com/maksssksksss299.png,"[{""height"":126,""label"":""Face"",""left"":62,""top"":194,""width"":98}]",400,301,,
39O6Z4JLX2CBLIR0HHN8N6KN1OOVXO,3EI427GH2WWMEJU88Y4HY8Q4S6S0V9,Draw bounding boxes around faces,Draw bounding boxes around all visible faces,"bounding box, face",$0.01,Sat Apr 24 17:34:05 PDT 2021,1,BatchId:4420058;OriginalHitTemplateId:928390838;,3600,259200,Sat May 01 17:34:05 PDT 2021,,,35H6S234SBGJRTQJ05168F9R1CE56A,AQQLPMNOK4BU8,Approved,Sat Apr 24 18:07:10 PDT 2021,Sat Apr 24 18:07:44 PDT 2021,Tue Apr 27 18:07:44 PDT 2021,Sat Apr 24 19:48:49 PDT 2021,,,34,100% (48/48),100% (48/48),100% (48/48),https://wym-mask-images.s3.amazonaws.com/maksssksksss475.png,"[{""height"":27,""label"":""Face"",""left"":45,""top"":69,""width"":28},{""height"":29,""label"":""Face"",""left"":109,""top"":80,""width"":25},{""height"":36,""label"":""Face"",""left"":164,""top"":64,""width"":34},{""height"":31,""label"":""Face"",""left"":243,""top"":96,""width"":24},{""height"":46,""label"":""Face"",""left"":303,""top"":84,""width"":36},{""height"":38,""label"":""Face"",""left"":350,""top"":67,""width"":22}]",267,400,,
39RRBHZ0AUG0QDRFIZBTKR0Y9OMVZL,3EI427GH2WWMEJU88Y4HY8Q4S6S0V9,Draw bounding boxes around faces,Draw bounding boxes around all visible faces,"bounding box, face",$0.01,Sat Apr 24 17:34:06 PDT 2021,1,BatchId:4420058;OriginalHitTemplateId:928390838;,3600,259200,Sat May 01 17:34:06 PDT 2021,,,3RKNTXVS3NE2ICYMCDZ8JS5ZXZ64AR,A1BV7EFMID3RDO,Approved,Sat Apr 24 17:46:43 PDT 2021,Sat Apr 24 17:47:15 PDT 2021,Tue Apr 27 17:47:15 PDT 2021,Sat Apr 24 19:48:52 PDT 2021,,,32,100% (6/6),100% (6/6),100% (6/6),https://wym-mask-images.s3.amazonaws.com/maksssksksss491.png,"[{""height"":132,""label"":""Face"",""left"":125,""top"":132,""width"":95}]",400,301,,
39TX062QX13R99PHX7H24BS4A4W3X0,3EI427GH2WWMEJU88Y4HY8Q4S6S0V9,Draw bounding boxes around faces,Draw bounding boxes around all visible faces,"bounding box, face",$0.01,Sat Apr 24 17:34:16 PDT 2021,1,BatchId:4420058;OriginalHitTemplateId:928390838;,3600,259200,Sat May 01 17:34:16 PDT 2021,,,3VHP9MDGRO0097S9G8RIGRSEMS1CFQ,A37NZ5CUEO3RX7,Approved,Sat Apr 24 17:54:23 PDT 2021,Sat Apr 24 17:54:47 PDT 2021,Tue Apr 27 17:54:47 PDT 2021,Sat Apr 24 19:48:30 PDT 2021,,,24,100% (24/24),100% (24/24),100% (24/24),https://wym-mask-images.s3.amazonaws.com/maksssksksss197.png,"[{""height"":44,""label"":""Face"",""left"":169,""top"":84,""width"":44}]",226,400,,
39WICJI5AT7GE4PWYP5N1W8FI4TZ3S,3EI427GH2WWMEJU88Y4HY8Q4S6S0V9,Draw bounding boxes around faces,Draw bounding boxes around all visible faces,"bounding box, face",$0.01,Sat Apr 24 17:34:22 PDT 2021,1,BatchId:4420058;OriginalHitTemplateId:928390838;,3600,259200,Sat May 01 17:34:22 PDT 2021,,,39DD6S19JQRLBM3NDBRK978ZJ9AEZB,A1ZQSTHC4A4XNG,Approved,Sat Apr 24 18:13:14 PDT 2021,Sat Apr 24 18:22:59 PDT 2021,Tue Apr 27 18:22:59 PDT 2021,Sat Apr 24 19:48:38 PDT 2021,,,585,100% (49/49),100% (49/49),100% (49/49),https://wym-mask-images.s3.amazonaws.com/maksssksksss417.png,"[{""height"":138,""label"":""Face"",""left"":115,""top"":200,""width"":102}]",400,301,,
39WICJI5AT7GE4PWYP5N1W8FI4U3ZX,3EI427GH2WWMEJU88Y4HY8Q4S6S0V9,Draw bounding boxes around faces,Draw bounding boxes around all visible faces,"bounding box, face",$0.01,Sat Apr 24 17:34:17 PDT 2021,1,BatchId:4420058;OriginalHitTemplateId:928390838;,3600,259200,Sat May 01 17:34:17 PDT 2021,,,3S0TNUHWKUY1ZKO08QGNQ5TAKO38D8,A1X0YBE4839FEE,Approved,Sat Apr 24 18:19:32 PDT 2021,Sat Apr 24 18:19:52 PDT 2021,Tue Apr 27 18:19:52 PDT 2021,Sat Apr 24 19:48:28 PDT 2021,,,20,100% (28/28),100% (28/28),100% (28/28),https://wym-mask-images.s3.amazonaws.com/maksssksksss361.png,"[{""height"":28,""label"":""Face"",""left"":37,""top"":60,""width"":23},{""height"":36,""label"":""Face"",""left"":194,""top"":71,""width"":36},{""height"":27,""label"":""Face"",""left"":329,""top"":25,""width"":23}]",250,400,,
39WSF6KUV207PYRML0B24P58PPGOE6,3EI427GH2WWMEJU88Y4HY8Q4S6S0V9,Draw bounding boxes around faces,Draw bounding boxes around all visible faces,"bounding box, face",$0.01,Sat Apr 24 17:34:06 PDT 2021,1,BatchId:4420058;OriginalHitTemplateId:928390838;,3600,259200,Sat May 01 17:34:06 PDT 2021,,,3S3AMIZX3VL3BNEDP2WSSRPTAFLCDF,A2NSRHX8GMEMV0,Approved,Sat Apr 24 17:54:18 PDT 2021,Sat Apr 24 17:54:36 PDT 2021,Tue Apr 27 17:54:36 PDT 2021,Sat Apr 24 19:48:52 PDT 2021,,,18,100% (145/145),100% (145/145),100% (145/145),https://wym-mask-images.s3.amazonaws.com/maksssksksss49.png,"[{""height"":21,""label"":""Face"",""left"":352,""top"":102,""width"":18},{""height"":18,""label"":""Face"",""left"":272,""top"":33,""width"":17},{""height"":19,""label"":""Face"",""left"":188,""top"":124,""width"":18},{""height"":18,""label"":""Face"",""left"":20,""top"":54,""width"":21},{""height"":19,""label"":""Face"",""left"":123,""top"":68,""width"":18},{""height"":18,""label"":""Face"",""left"":157,""top"":45,""width"":16},{""height"":14,""label"":""Face"",""left"":95,""top"":211,""width"":18},{""height"":19,""label"":""Face"",""left"":225,""top"":181,""width"":15}]",225,400,,
39XCQ6V3KYJH49SPA3W5JVD4RWO65Z,3EI427GH2WWMEJU88Y4HY8Q4S6S0V9,Draw bounding boxes around faces,Draw bounding boxes around all visible faces,"bounding box, face",$0.01,Sat Apr 24 17:34:17 PDT 2021,1,BatchId:4420058;OriginalHitTemplateId:928390838;,3600,259200,Sat May 01 17:34:17 PDT 2021,,,3DQQ64TANH1LEIN8B2NO4FDLGE8WPO,A3N4J0LCOYL05P,Approved,Sat Apr 24 18:20:54 PDT 2021,Sat Apr 24 18:21:28 PDT 2021,Tue Apr 27 18:21:28 PDT 2021,Sat Apr 24 19:48:33 PDT 2021,,,34,100% (13/13),100% (13/13),100% (13/13),https://wym-mask-images.s3.amazonaws.com/maksssksksss210.png,"[{""height"":153,""label"":""Face"",""left"":92,""top"":203,""width"":113}]",400,301,,
3A3KKYU7P3WD6VS1TKQVYRN31T6WMF,3EI427GH2WWMEJU88Y4HY8Q4S6S0V9,Draw bounding boxes around faces,Draw bounding boxes around all visible faces,"bounding box, face",$0.01,Sat Apr 24 17:34:12 PDT 2021,1,BatchId:4420058;OriginalHitTemplateId:928390838;,3600,259200,Sat May 01 17:34:12 PDT 2021,,,3JWH6J9I9TTTNUDK0WE0DCV56YNNB1,AQQLPMNOK4BU8,Approved,Sat Apr 24 17:57:56 PDT 2021,Sat Apr 24 17:58:23 PDT 2021,Tue Apr 27 17:58:23 PDT 2021,Sat Apr 24 19:48:21 PDT 2021,,,27,100% (48/48),100% (48/48),100% (48/48),https://wym-mask-images.s3.amazonaws.com/maksssksksss145.png,"[{""height"":22,""label"":""Face"",""left"":91,""top"":89,""width"":23},{""height"":20,""label"":""Face"",""left"":183,""top"":102,""width"":20},{""height"":23,""label"":""Face"",""left"":310,""top"":96,""width"":23}]",226,400,,
3A520CCNWNFINUXLBH6K3UL308DEAY,3EI427GH2WWMEJU88Y4HY8Q4S6S0V9,Draw bounding boxes around faces,Draw bounding boxes around all visible faces,"bounding box, face",$0.01,Sat Apr 24 17:34:23 PDT 2021,1,BatchId:4420058;OriginalHitTemplateId:928390838;,3600,259200,Sat May 01 17:34:23 PDT 2021,,,3X31TUMD7Y22MWS7MM5WU8E7FRZ1LX,A1X0YBE4839FEE,Approved,Sat Apr 24 18:21:01 PDT 2021,Sat Apr 24 18:22:04 PDT 2021,Tue Apr 27 18:22:04 PDT 2021,Sat Apr 24 19:48:39 PDT 2021,,,63,100% (28/28),100% (28/28),100% (28/28),https://wym-mask-images.s3.amazonaws.com/maksssksksss424.png,"[{""height"":16,""label"":""Face"",""left"":14,""top"":185,""width"":8},{""height"":19,""label"":""Face"",""left"":31,""top"":186,""width"":17},{""height"":12,""label"":""Face"",""left"":67,""top"":181,""width"":7},{""height"":16,""label"":""Face"",""left"":97,""top"":194,""width"":16},{""height"":12,""label"":""Face"",""left"":126,""top"":146,""width"":10},{""height"":13,""label"":""Face"",""left"":135,""top"":150,""width"":14},{""height"":10,""label"":""Face"",""left"":153,""top"":155,""width"":12},{""height"":14,""label"":""Face"",""left"":142,""top"":171,""width"":13},{""height"":13,""label"":""Face"",""left"":122,""top"":181,""width"":15},{""height"":16,""label"":""Face"",""left"":159,""top"":173,""width"":15},{""height"":17,""label"":""Face"",""left"":176,""top"":159,""width"":14},{""height"":12,""label"":""Face"",""left"":214,""top"":153,""width"":12},{""height"":17,""label"":""Face"",""left"":194,""top"":179,""width"":16},{""height"":20,""label"":""Face"",""left"":203,""top"":197,""width"":17},{""height"":16,""label"":""Face"",""left"":233,""top"":148,""width"":15},{""height"":19,""label"":""Face"",""left"":221,""top"":248,""width"":19},{""height"":10,""label"":""Face"",""left"":222,""top"":125,""width"":11},{""height"":11,""label"":""Face"",""left"":201,""top"":115,""width"":9},{""height"":11,""label"":""Face"",""left"":242,""top"":126,""width"":10},{""height"":10,""label"":""Face"",""left"":287,""top"":106,""width"":10},{""height"":8,""label"":""Face"",""left"":312,""top"":110,""width"":7},{""height"":9,""label"":""Face"",""left"":358,""top"":130,""width"":10}]",267,400,,
3AA88CN98PIM5CNYN9V34BGFNWBYKB,3EI427GH2WWMEJU88Y4HY8Q4S6S0V9,Draw bounding boxes around faces,Draw bounding boxes around all visible faces,"bounding box, face",$0.01,Sat Apr 24 17:34:16 PDT 2021,1,BatchId:4420058;OriginalHitTemplateId:928390838;,3600,259200,Sat May 01 17:34:16 PDT 2021,,,3A9AA95ATX2R1Z8OF10FEF08WH25PE,A17ISN28TD1DI9,Approved,Sat Apr 24 17:51:43 PDT 2021,Sat Apr 24 17:51:58 PDT 2021,Tue Apr 27 17:51:58 PDT 2021,Sat Apr 24 19:48:26 PDT 2021,,,15,100% (4/4),100% (4/4),100% (4/4),https://wym-mask-images.s3.amazonaws.com/maksssksksss355.png,"[{""height"":107,""label"":""Face"",""left"":103,""top"":231,""width"":78}]",400,301,,
3ACRLU860NTN642DHV6GY559IQYBEQ,3EI427GH2WWMEJU88Y4HY8Q4S6S0V9,Draw bounding boxes around faces,Draw bounding boxes around all visible faces,"bounding box, face",$0.01,Sat Apr 24 17:34:21 PDT 2021,1,BatchId:4420058;OriginalHitTemplateId:928390838;,3600,259200,Sat May 01 17:34:21 PDT 2021,,,3W2LOLRXLCVFVV96ZG8ALZJ5UPMKR7,AQQLPMNOK4BU8,Approved,Sat Apr 24 18:04:18 PDT 2021,Sat Apr 24 18:04:40 PDT 2021,Tue Apr 27 18:04:40 PDT 2021,Sat Apr 24 19:48:36 PDT 2021,,,22,100% (48/48),100% (48/48),100% (48/48),https://wym-mask-images.s3.amazonaws.com/maksssksksss406.png,"[{""height"":75,""label"":""Face"",""left"":171,""top"":69,""width"":68}]",210,400,,
3ACRLU860NTN642DHV6GY559IQYEBT,3EI427GH2WWMEJU88Y4HY8Q4S6S0V9,Draw bounding boxes around faces,Draw bounding boxes around all visible faces,"bounding box, face",$0.01,Sat Apr 24 17:34:24 PDT 2021,1,BatchId:4420058;OriginalHitTemplateId:928390838;,3600,259200,Sat May 01 17:34:24 PDT 2021,,,373ERPL3YPOEYEZTTPM2MQ61D2ERTL,A9WGDBDXUNLOD,Approved,Sat Apr 24 18:13:28 PDT 2021,Sat Apr 24 18:13:47 PDT 2021,Tue Apr 27 18:13:47 PDT 2021,Sat Apr 24 19:48:41 PDT 2021,,,19,100% (5/5),100% (5/5),100% (5/5),https://wym-mask-images.s3.amazonaws.com/maksssksksss436.png,"[{""height"":52,""label"":""Face"",""left"":79,""top"":174,""width"":47},{""height"":58,""label"":""Face"",""left"":206,""top"":120,""width"":53}]",400,300,,
3AFT28WXLFHJ53T8HJ1TP430HINOIF,3EI427GH2WWMEJU88Y4HY8Q4S6S0V9,Draw bounding boxes around faces,Draw bounding boxes around all visible faces,"bounding box, face",$0.01,Sat Apr 24 17:34:07 PDT 2021,1,BatchId:4420058;OriginalHitTemplateId:928390838;,3600,259200,Sat May 01 17:34:07 PDT 2021,,,3MH9DQ757XS29154DJI0SIEWU77GU2,A3E3R2Y577HGEN,Approved,Sat Apr 24 17:48:01 PDT 2021,Sat Apr 24 17:52:48 PDT 2021,Tue Apr 27 17:52:48 PDT 2021,Sat Apr 24 19:48:56 PDT 2021,,,287,100% (80/80),100% (80/80),100% (80/80),https://wym-mask-images.s3.amazonaws.com/maksssksksss51.png,"[{""height"":127,""label"":""Face"",""left"":114,""top"":159,""width"":99}]",400,301,,
3APP19WN71TFK6H9RZFWNS4TH526GH,3EI427GH2WWMEJU88Y4HY8Q4S6S0V9,Draw bounding boxes around faces,Draw bounding boxes around all visible faces,"bounding box, face",$0.01,Sat Apr 24 17:34:22 PDT 2021,1,BatchId:4420058;OriginalHitTemplateId:928390838;,3600,259200,Sat May 01 17:34:22 PDT 2021,,,38YMOXR4MVFD4C53W6OFYFM4L9G6WQ,A971OT068WA90,Approved,Sat Apr 24 17:54:10 PDT 2021,Sat Apr 24 17:54:25 PDT 2021,Tue Apr 27 17:54:25 PDT 2021,Sat Apr 24 19:48:45 PDT 2021,,,15,100% (20/20),100% (20/20),100% (20/20),https://wym-mask-images.s3.amazonaws.com/maksssksksss267.png,"[{""height"":22,""label"":""Face"",""left"":161,""top"":23,""width"":24},{""height"":24,""label"":""Face"",""left"":225,""top"":18,""width"":22},{""height"":25,""label"":""Face"",""left"":197,""top"":75,""width"":19},{""height"":24,""label"":""Face"",""left"":272,""top"":114,""width"":23}]",267,400,,
3AQN9REUTFVER6HOVS9G0YLP3NEYDY,3EI427GH2WWMEJU88Y4HY8Q4S6S0V9,Draw bounding boxes around faces,Draw bounding boxes around all visible faces,"bounding box, face",$0.01,Sat Apr 24 17:34:15 PDT 2021,1,BatchId:4420058;OriginalHitTemplateId:928390838;,3600,259200,Sat May 01 17:34:15 PDT 2021,,,3JMSRU9HQJA422YDCE2HO1V3VY4EVB,A176RI4BEE308Z,Approved,Sat Apr 24 18:12:50 PDT 2021,Sat Apr 24 18:13:11 PDT 2021,Tue Apr 27 18:13:11 PDT 2021,Sat Apr 24 19:48:25 PDT 2021,,,21,100% (27/27),100% (27/27),100% (27/27),https://wym-mask-images.s3.amazonaws.com/maksssksksss169.png,"[{""height"":105,""label"":""Face"",""left"":152,""top"":262,""width"":68}]",400,301,,
